Entity,Code,Year,Coal Consumption - TWh,Oil Consumption - TWh,Gas Consumption - TWh
Asia Pacific,,1986,7972.320025,6246.32025,1186.077412777778
Asia Pacific,,1987,8546.442419444444,6451.111333333333,1259.0136233333333
Asia Pacific,,1988,9157.763008333332,7008.652502777777,1342.710006388889
Asia Pacific,,1989,9570.23628888889,7443.342813888888,1409.2747855555556
Asia Pacific,,1990,9775.451658333332,7890.290891666666,1520.1904127777775
Asia Pacific,,1991,10176.3019,8225.419575,1667.9393213888889
Asia Pacific,,1992,10529.560044444444,8783.481202777777,1781.3179436111109
Asia Pacific,,1993,11082.445644444444,9163.349566666668,1866.5713466666664
Asia Pacific,,1994,11635.268272222222,9701.833538888888,2031.9698102777777
Asia Pacific,,1995,11910.25588611111,10384.905997222222,2128.460814722222
Asia Pacific,,1996,12432.23821388889,10894.618527777777,2323.7407083333333
Asia Pacific,,1997,12489.188905555557,11417.957430555556,2510.746723333333
Asia Pacific,,1998,12476.945955555557,11128.71208611111,2567.8117086111106
Asia Pacific,,1999,12857.525530555557,11641.613663888887,2772.913458333333
Asia Pacific,,2000,13345.18638611111,11953.455061111112,2984.2839722222225
Asia Pacific,,2001,13958.590725,12038.129183333333,3166.662208333333
Asia Pacific,,2002,15027.164166666667,12393.476669444444,3313.4200972222225
Asia Pacific,,2003,17165.075944444445,12892.263663888887,3588.41105
Asia Pacific,,2004,19317.32373333333,13669.89951388889,3802.256836111111
Asia Pacific,,2005,21956.02237222222,13710.207827777776,4084.769525
Asia Pacific,,2006,23642.80388611111,14018.024797222222,4395.146727777777
Asia Pacific,,2007,25616.3761,14482.852108333333,4733.922283333333
Asia Pacific,,2008,26329.33996944444,14439.652811111113,5037.243986111111
Asia Pacific,,2009,27183.127344444445,14547.38245,5156.418522222222
Asia Pacific,,2010,28428.534166666668,15502.931177777777,5755.561286111111
Asia Pacific,,2011,30513.81102777777,15961.12981111111,6207.120058333334
Asia Pacific,,2012,31166.561055555558,16649.646247222223,6619.577622222222
Asia Pacific,,2013,31996.743583333333,16912.292080555555,6860.6317944444445
Asia Pacific,,2014,32394.47069444444,17143.89533611111,7060.499258333333
Asia Pacific,,2015,32241.419861111117,17916.636108333332,7163.782572222222
Asia Pacific,,2016,32193.87452777777,18587.432608333333,7333.024280555555
Asia Pacific,,2017,32657.8625,19140.89748333333,7725.9257
Asia Pacific,,2018,33415.99833333334,19452.122413888887,8297.327563888888
Asia Pacific,,2019,33992.20091666667,19630.960313888885,8581.197775
Asia Pacific,,2020,33603.51708333333,18522.626938888887,8615.945644444444
Australia,AUS,1965,202.02777777777777,200.0193586111111,0.0294749999999999
Australia,AUS,1966,209.38888888888889,214.04755194444445,0.0393
Australia,AUS,1967,215.25,234.38776666666664,0.0393
Australia,AUS,1968,221.69444444444449,255.2849877777778,0.304575
Australia,AUS,1969,229.27777777777777,262.4481238888889,4.1265
Australia,AUS,1970,231.69444444444443,290.1954216666666,17.30397472222222
Australia,AUS,1971,232.56944444444449,305.54456472222216,25.826679444444444
Australia,AUS,1972,242.9305555555556,311.03335555555554,37.074262777777776
Australia,AUS,1973,252.9861111111111,331.89295416666664,47.0688
Australia,AUS,1974,264.06944444444446,351.73516333333333,53.701990277777774
Australia,AUS,1975,272.54166666666663,348.1045194444444,57.66997055555555
Australia,AUS,1976,281.7916666666667,355.8214852777777,68.0772175
Australia,AUS,1977,294.18055555555554,372.6007575,77.76843777777778
Australia,AUS,1978,301.8611111111111,380.9466936111111,83.72538055555556
Australia,AUS,1979,315.5416666666667,385.9148036111111,96.37518277777778
Australia,AUS,1980,324.76388888888886,367.7676125,110.66587916666668
Australia,AUS,1981,333.1388888888889,362.4183244444444,119.9443897222222
Australia,AUS,1982,336.68055555555554,356.84917277777777,116.98083527777776
Australia,AUS,1983,336.55555555555554,320.0834780555556,127.07482055555556
Australia,AUS,1984,355.90277777777777,330.97894361111105,125.31726388888887
Australia,AUS,1985,368.13888888888886,332.80082666666664,133.95262333333332
Australia,AUS,1986,377.4861111111112,328.14704361111114,146.3292813888889
Australia,AUS,1987,393.3611111111111,336.669905,149.39459083333335
Australia,AUS,1988,413.76388888888886,351.9731063888889,152.99339555555557
Australia,AUS,1989,433.9583333333333,366.51619222222223,166.87564138888888
Australia,AUS,1990,444.34722222222223,374.8595836111111,167.75947722222222
Australia,AUS,1991,453.2638888888889,362.62083027777777,160.8210097222222
Australia,AUS,1992,455.95833333333337,370.5469463888889,166.36957027777777
Australia,AUS,1993,458.88888888888886,382.05192694444446,172.49343305555556
Australia,AUS,1994,468.2638888888889,395.5891716666666,191.5665675
Australia,AUS,1995,484.1666666666667,427.7775011111111,193.41569222222225
Australia,AUS,1996,503.9583333333333,439.0154077777778,194.8266325
Australia,AUS,1997,529.4583333333334,446.0578491666667,191.3050511111111
Australia,AUS,1998,553.0833333333334,445.97024527777774,196.9532063888889
Australia,AUS,1999,587.3693572222222,456.15396888888887,201.74053666666663
Australia,AUS,2000,591.5835925,455.9815808333333,205.55079527777775
Australia,AUS,2001,585.6118880555556,457.0853452777778,221.6931911111111
Australia,AUS,2002,598.7945455555556,461.97481361111113,228.1481705555556
Australia,AUS,2003,615.944215,460.2599161111111,229.94289277777776
Australia,AUS,2004,641.8300980555555,471.2957130555556,234.5360094444445
Australia,AUS,2005,638.1289183333333,477.4427472222222,232.58982305555557
Australia,AUS,2006,655.4123627777777,493.1807397222222,259.43063083333334
Australia,AUS,2007,649.7283741666666,501.1971608333333,290.19815500000004
Australia,AUS,2008,677.2207775,502.4471791666667,285.34957944444443
Australia,AUS,2009,654.7894252777777,489.97762222222224,291.3643430555556
Australia,AUS,2010,607.3280169444445,495.89571916666665,317.06426500000003
Australia,AUS,2011,591.9920502777778,521.5535105555556,327.93732916666664
Australia,AUS,2012,554.3980491666666,540.07755,329.6105136111111
Australia,AUS,2013,526.1758269444445,556.7232013888888,346.7392047222222
Australia,AUS,2014,521.8194986111112,558.0244102777777,372.2093341666667
Australia,AUS,2015,540.3506913888889,554.1516116666667,387.9579644444444
Australia,AUS,2016,539.9964597222222,556.3233955555555,378.7089327777778
Australia,AUS,2017,521.4530416666666,581.6431933333333,371.1438166666666
Australia,AUS,2018,508.7676705555555,590.7440261111111,358.26206194444444
Australia,AUS,2019,487.2953555555556,585.7035222222222,420.9097091666667
Australia,AUS,2020,469.0946055555555,508.2774244444445,408.98596305555554
Austria,AUT,1965,59.11489972222222,65.29747472222222,17.528646944444443
Austria,AUT,1966,56.467596388888886,71.78885833333334,18.821034166666667
Austria,AUT,1967,53.45090194444444,76.54811194444444,18.03168361111111
Austria,AUT,1968,52.77368472222221,88.46606722222222,19.22896972222222
Austria,AUT,1969,51.93639805555556,97.22599444444444,23.32915694444444
Austria,AUT,1970,55.85416666666666,107.04364638888887,28.29800222222222
Austria,AUT,1971,51.23361111111111,119.60702611111113,32.50664666666667
Austria,AUT,1972,46.45388888888888,129.12287416666666,35.129752499999995
Austria,AUT,1973,46.16972222222222,139.9278111111111,38.61119916666667
Austria,AUT,1974,48.72277777777778,125.22767888888887,41.85197
Austria,AUT,1975,42.340555555555554,126.55925805555556,41.80161888888888
Austria,AUT,1976,45.06,137.41133083333332,47.6101125
Austria,AUT,1977,37.80027777777778,131.58654055555556,48.520337777777776
Austria,AUT,1978,38.40222222222222,141.56969694444444,50.46823861111111
Austria,AUT,1979,41.68611111111111,147.40876083333333,50.04036638888888
Austria,AUT,1980,42.83472222222223,143.88744888888888,48.07397638888889
Austria,AUT,1981,43.85,130.63088583333334,45.82409777777777
Austria,AUT,1982,41.70555555555556,123.9007911111111,44.355265
Austria,AUT,1983,44.65583333333333,120.07978444444444,45.25705944444445
Austria,AUT,1984,50.88638888888889,116.79846472222222,50.38988888888889
Austria,AUT,1985,50.815000000000005,116.98592416666666,53.99160444444444
Austria,AUT,1986,45.3025,123.21829916666668,52.421265
Austria,AUT,1987,44.93944444444445,126.860345,54.68577833333333
Austria,AUT,1988,43.03388888888889,125.97797166666666,52.38502916666667
Austria,AUT,1989,43.22805555555556,124.22220555555556,56.25981972222222
Austria,AUT,1990,47.64055555555555,128.69968472222223,61.93490333333333
Austria,AUT,1991,49.97222222222222,138.90469472222222,65.66419138888888
Austria,AUT,1992,38.88202444444445,135.22690055555557,64.48223416666666
Austria,AUT,1993,34.95875027777778,136.36340444444443,67.81245138888889
Austria,AUT,1994,35.45444444444444,135.23600027777778,69.75149416666667
Austria,AUT,1995,40.33864166666667,134.86181805555557,76.15716027777778
Austria,AUT,1996,40.51019166666666,139.5362275,81.06088
Austria,AUT,1997,42.96853027777778,141.73091305555553,78.1257161111111
Austria,AUT,1998,37.83,147.17671722222224,80.20729138888889
Austria,AUT,1999,37.56991638888889,144.65130638888888,81.92762833333333
Austria,AUT,2000,42.47900527777778,141.74934861111112,78.20515416666667
Austria,AUT,2001,43.8811336111111,153.6855569444444,82.88196083333334
Austria,AUT,2002,44.57971166666667,156.81978916666665,81.48536944444444
Austria,AUT,2003,47.547694444444446,169.93642305555557,89.62971833333333
Austria,AUT,2004,46.57630638888889,165.3283258333333,90.4923375
Austria,AUT,2005,46.438047777777776,164.6262688888889,95.27706444444443
Austria,AUT,2006,46.39797055555556,164.50961166666667,89.53200777777778
Austria,AUT,2007,44.85959333333333,154.65794555555553,84.70895416666667
Austria,AUT,2008,44.31640888888889,153.2102461111111,90.68554861111112
Austria,AUT,2009,33.39078416666667,145.4496586111111,88.31913861111111
Austria,AUT,2010,39.26067944444444,151.91781194444445,96.12812111111111
Austria,AUT,2011,40.31963638888889,141.77454527777778,90.41806694444443
Austria,AUT,2012,37.454851111111104,141.63540916666668,86.24141583333333
Austria,AUT,2013,38.09631305555556,146.1486113888889,82.00461138888889
Austria,AUT,2014,34.895563333333335,140.15685694444443,75.10975583333334
Austria,AUT,2015,37.71359305555556,139.68252944444444,79.68095000000001
Austria,AUT,2016,34.979595555555555,144.47369666666663,83.42190277777779
Austria,AUT,2017,36.56455055555556,146.34586555555555,90.6985386111111
Austria,AUT,2018,32.28496388888889,147.76338249999998,86.86918916666667
Austria,AUT,2019,33.02799472222222,153.42334472222225,89.00441027777778
Austria,AUT,2020,25.91169972222222,133.29599888888887,85.27519027777777
Azerbaijan,AZE,1985,1.06996,97.18554777777778,132.59971972222223
Azerbaijan,AZE,1986,1.06996,101.81737083333331,147.33085555555556
Azerbaijan,AZE,1987,1.06996,95.82690833333334,145.51261805555555
Azerbaijan,AZE,1988,1.06996,98.14325083333333,143.69438055555557
Azerbaijan,AZE,1989,1.06996,95.70121555555556,150.97220499999997
Azerbaijan,AZE,1990,1.03507,100.39482833333334,153.97010333333333
Azerbaijan,AZE,1991,0.77921,96.80112777777777,147.33085555555556
Azerbaijan,AZE,1992,0.13956,94.31946944444444,114.5830825
Azerbaijan,AZE,1993,0.03489,94.0554075,84.57972722222222
Azerbaijan,AZE,1994,0.04652,86.1590238888889,79.12013999999999
Azerbaijan,AZE,1995,0.03489,77.67719972222223,78.20858416666667
Azerbaijan,AZE,1996,0.03489,69.77202249999999,57.29641583333333
Azerbaijan,AZE,1997,0.03489,66.40268472222222,54.5666225
Azerbaijan,AZE,1998,0,69.8734936111111,50.92039833333333
Azerbaijan,AZE,1999,0,66.9886925,54.5666225
Azerbaijan,AZE,2000,0,74.26630527777778,52.74351027777777
Azerbaijan,AZE,2001,0.03489,47.270340833333336,75.65427722222223
Azerbaijan,AZE,2002,0.02326,43.51946611111111,75.86876111111111
Azerbaijan,AZE,2003,0.03489,50.599694166666666,77.799115
Azerbaijan,AZE,2004,0.0106944444444444,54.57310388888889,91.227915
Azerbaijan,AZE,2005,0.0374486111111111,63.79851138888889,94.23216
Azerbaijan,AZE,2006,0.0374486111111111,57.11258,99.616005
Azerbaijan,AZE,2007,0.0573333333333333,53.85485944444444,87.70809
Azerbaijan,AZE,2008,0.043,43.05569611111111,100.34574888888888
Azerbaijan,AZE,2009,0.043,40.15004611111111,85.68146388888889
Azerbaijan,AZE,2010,0.0645,39.63645527777778,81.44875055555556
Azerbaijan,AZE,2011,0.0573333333333333,48.58157277777778,89.2012888888889
Azerbaijan,AZE,2012,0.043,50.81020805555555,93.61445555555557
Azerbaijan,AZE,2013,0.0358333333333333,55.30414138888889,94.02989388888888
Azerbaijan,AZE,2014,0.0215,54.29415888888889,98.54446055555556
Azerbaijan,AZE,2015,0.0358333333333333,55.1019025,111.465525
Azerbaijan,AZE,2016,0.0143333333333333,54.73497833333334,109.306475
Azerbaijan,AZE,2017,0.0143333333333333,55.22210777777778,106.16605
Azerbaijan,AZE,2018,0.0071666666666666,57.87641777777778,108.158125
Azerbaijan,AZE,2019,0.0071666666666666,57.69163611111111,117.89235638888889
Azerbaijan,AZE,2020,0.0071666666666666,50.572065277777774,118.93685
Bangladesh,BGD,1971,0,8.135291666666665,0
Bangladesh,BGD,1972,1.0869863888888889,9.919017777777778,4.39614
Bangladesh,BGD,1973,1.41251,11.208105,6.08249
Bangladesh,BGD,1974,1.2555630555555557,11.659564444444444,6.687250000000001
Bangladesh,BGD,1975,1.4531916666666669,13.631795,6.72214
Bangladesh,BGD,1976,1.4357583333333332,14.748875277777778,8.850430000000001
Bangladesh,BGD,1977,1.4996999999999998,14.52280611111111,9.87387
Bangladesh,BGD,1978,1.4531916666666669,15.46012138888889,10.89731
Bangladesh,BGD,1979,1.0811830555555555,17.112336666666664,12.53714
Bangladesh,BGD,1980,1.4443297222222222,19.29100277777778,14.11882
Bangladesh,BGD,1981,1.4847788888888889,19.89294138888889,13.613856666666663
Bangladesh,BGD,1982,1.7986725,19.621321944444443,17.674846944444447
Bangladesh,BGD,1983,1.0179855555555557,17.547494722222222,19.667185
Bangladesh,BGD,1984,0.4073872222222222,17.68205277777778,22.70066305555555
Bangladesh,BGD,1985,0.5696491666666667,19.738765,25.780474444444444
Bangladesh,BGD,1986,0.8602944444444445,21.27548722222222,29.07014888888889
Bangladesh,BGD,1987,1.3543716666666668,20.94548555555556,34.155926111111114
Bangladesh,BGD,1988,1.395065,20.984261666666665,40.20107805555556
Bangladesh,BGD,1989,1.4531916666666669,22.94195333333333,42.49867166666666
Bangladesh,BGD,1990,3.2725888888888885,22.227822777777774,45.74201305555555
Bangladesh,BGD,1991,1.0463044444444445,20.62286083333333,47.107486944444446
Bangladesh,BGD,1992,0.9823627777777778,23.00426277777777,51.37016388888889
Bangladesh,BGD,1993,0.3662055555555555,25.76916805555556,57.50253166666666
Bangladesh,BGD,1994,0.3429569444444444,26.856830833333333,60.98571666666666
Bangladesh,BGD,1995,3.731799444444445,34.85348583333333,67.42334027777778
Bangladesh,BGD,1996,2.046100833333333,35.60648277777778,72.36466583333333
Bangladesh,BGD,1997,3.755059444444445,40.8769375,71.13274138888889
Bangladesh,BGD,1998,1.0811713888888888,45.05575333333333,76.8644611111111
Bangladesh,BGD,1999,0.5347705555555555,40.18384916666667,83.80357611111111
Bangladesh,BGD,2000,3.836434722222222,39.48772388888889,90.58188666666668
Bangladesh,BGD,2001,4.0689416666666665,47.166734722222216,101.43208944444444
Bangladesh,BGD,2002,4.249136666666667,47.36441305555555,106.71137666666668
Bangladesh,BGD,2003,4.063126666666666,49.096425,114.78429833333333
Bangladesh,BGD,2004,4.0689416666666665,46.3294225,123.40231916666666
Bangladesh,BGD,2005,8.347994722222221,46.62285555555556,132.63357694444446
Bangladesh,BGD,2006,12.683870833333334,47.12296111111111,143.63368194444445
Bangladesh,BGD,2007,10.35139722222222,44.559468333333335,153.36370555555555
Bangladesh,BGD,2008,10.896065277777778,45.27263166666666,163.76420138888886
Bangladesh,BGD,2009,13.61483,42.33151972222223,187.4673830555556
